糖尿病,10,10,10,名詞,疾患名（GL）,*,*,*,*,糖尿病,糖尿病,糖尿病
甲状腺機能亢進症・低下症,10,10,10,名詞,疾患名（GL）,*,*,*,*,甲状腺機能亢進症・低下症,甲状腺機能亢進症・低下症,甲状腺機能亢進症・低下症
膠原病と類縁疾患,10,10,10,名詞,疾患名（GL）,*,*,*,*,膠原病と類縁疾患,膠原病と類縁疾患,膠原病と類縁疾患
母子感染,10,10,10,名詞,疾患名（GL）,*,*,*,*,母子感染,母子感染,母子感染
早期破水,10,10,10,名詞,疾患名（GL）,*,*,*,*,早期破水,早期破水,早期破水
微弱陣痛,10,10,10,名詞,疾患名（GL）,*,*,*,*,微弱陣痛,微弱陣痛,微弱陣痛
過強陣痛,10,10,10,名詞,疾患名（GL）,*,*,*,*,過強陣痛,過強陣痛,過強陣痛
児頭骨盤不均衡〈CPD〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,児頭骨盤不均衡〈CPD〉,児頭骨盤不均衡〈CPD〉,児頭骨盤不均衡〈CPD〉
狭骨盤,10,10,10,名詞,疾患名（GL）,*,*,*,*,狭骨盤,狭骨盤,狭骨盤
頸部子宮筋腫,10,10,10,名詞,疾患名（GL）,*,*,*,*,頸部子宮筋腫,頸部子宮筋腫,頸部子宮筋腫
骨盤位,10,10,10,名詞,疾患名（GL）,*,*,*,*,骨盤位,骨盤位,骨盤位
横位,10,10,10,名詞,疾患名（GL）,*,*,*,*,横位,横位,横位
斜位,10,10,10,名詞,疾患名（GL）,*,*,*,*,斜位,斜位,斜位
後方後頭位,10,10,10,名詞,疾患名（GL）,*,*,*,*,後方後頭位,後方後頭位,後方後頭位
低在横定位,10,10,10,名詞,疾患名（GL）,*,*,*,*,低在横定位,低在横定位,低在横定位
高在縦定位,10,10,10,名詞,疾患名（GL）,*,*,*,*,高在縦定位,高在縦定位,高在縦定位
不正軸進入,10,10,10,名詞,疾患名（GL）,*,*,*,*,不正軸進入,不正軸進入,不正軸進入
胎盤嵌頓,10,10,10,名詞,疾患名（GL）,*,*,*,*,胎盤嵌頓,胎盤嵌頓,胎盤嵌頓
胎盤形態異常,10,10,10,名詞,疾患名（GL）,*,*,*,*,胎盤形態異常,胎盤形態異常,胎盤形態異常
臍帯巻絡,10,10,10,名詞,疾患名（GL）,*,*,*,*,臍帯巻絡,臍帯巻絡,臍帯巻絡
臍帯下垂,10,10,10,名詞,疾患名（GL）,*,*,*,*,臍帯下垂,臍帯下垂,臍帯下垂
臍帯脱出,10,10,10,名詞,疾患名（GL）,*,*,*,*,臍帯脱出,臍帯脱出,臍帯脱出
臍帯結節,10,10,10,名詞,疾患名（GL）,*,*,*,*,臍帯結節,臍帯結節,臍帯結節
遷延分娩,10,10,10,名詞,疾患名（GL）,*,*,*,*,遷延分娩,遷延分娩,遷延分娩
分娩停止,10,10,10,名詞,疾患名（GL）,*,*,*,*,分娩停止,分娩停止,分娩停止
肩甲難産,10,10,10,名詞,疾患名（GL）,*,*,*,*,肩甲難産,肩甲難産,肩甲難産
子宮破裂,10,10,10,名詞,疾患名（GL）,*,*,*,*,子宮破裂,子宮破裂,子宮破裂
頸管・腟・会陰裂傷,10,10,10,名詞,疾患名（GL）,*,*,*,*,頸管・腟・会陰裂傷,頸管・腟・会陰裂傷,頸管・腟・会陰裂傷
帝王切開後分娩,10,10,10,名詞,疾患名（GL）,*,*,*,*,帝王切開後分娩,帝王切開後分娩,帝王切開後分娩
弛緩出血,10,10,10,名詞,疾患名（GL）,*,*,*,*,弛緩出血,弛緩出血,弛緩出血
子宮内反症,10,10,10,名詞,疾患名（GL）,*,*,*,*,子宮内反症,子宮内反症,子宮内反症
羊水塞栓症,10,10,10,名詞,疾患名（GL）,*,*,*,*,羊水塞栓症,羊水塞栓症,羊水塞栓症
血栓塞栓症,10,10,10,名詞,疾患名（GL）,*,*,*,*,血栓塞栓症,血栓塞栓症,血栓塞栓症
仰臥位低血圧症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,仰臥位低血圧症候群,仰臥位低血圧症候群,仰臥位低血圧症候群
産科DIC,10,10,10,名詞,疾患名（GL）,*,*,*,*,産科DIC,産科DIC,産科DIC
子宮復古不全,10,10,10,名詞,疾患名（GL）,*,*,*,*,子宮復古不全,子宮復古不全,子宮復古不全
産褥熱,10,10,10,名詞,疾患名（GL）,*,*,*,*,産褥熱,産褥熱,産褥熱
恥骨結合離開,10,10,10,名詞,疾患名（GL）,*,*,*,*,恥骨結合離開,恥骨結合離開,恥骨結合離開
乳汁分泌不全,10,10,10,名詞,疾患名（GL）,*,*,*,*,乳汁分泌不全,乳汁分泌不全,乳汁分泌不全
産褥血栓症,10,10,10,名詞,疾患名（GL）,*,*,*,*,産褥血栓症,産褥血栓症,産褥血栓症
肺塞栓症,10,10,10,名詞,疾患名（GL）,*,*,*,*,肺塞栓症,肺塞栓症,肺塞栓症
産褥期精神障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,産褥期精神障害,産褥期精神障害,産褥期精神障害
胎児機能不全[non-reassuring fetal status〈NRFS〉],10,10,10,名詞,疾患名（GL）,*,*,*,*,胎児機能不全[non-reassuring-fetal-status〈NRFS〉],胎児機能不全[non-reassuring-fetal-status〈NRFS〉],胎児機能不全[non-reassuring-fetal-status〈NRFS〉]
多胎,10,10,10,名詞,疾患名（GL）,*,*,*,*,多胎,多胎,多胎
双胎間輸血症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,双胎間輸血症候群,双胎間輸血症候群,双胎間輸血症候群
一児胎児死亡,10,10,10,名詞,疾患名（GL）,*,*,*,*,一児胎児死亡,一児胎児死亡,一児胎児死亡
胎児発育不全[fetal growth restriction〈FGR〉],10,10,10,名詞,疾患名（GL）,*,*,*,*,胎児発育不全[fetal-growth-restriction〈FGR〉],胎児発育不全[fetal-growth-restriction〈FGR〉],胎児発育不全[fetal-growth-restriction〈FGR〉]
溶血性疾患,10,10,10,名詞,疾患名（GL）,*,*,*,*,溶血性疾患,溶血性疾患,溶血性疾患
形態異常,10,10,10,名詞,疾患名（GL）,*,*,*,*,形態異常,形態異常,形態異常
胎児水腫・胸水・腹水,10,10,10,名詞,疾患名（GL）,*,*,*,*,胎児水腫・胸水・腹水,胎児水腫・胸水・腹水,胎児水腫・胸水・腹水
貧血,10,10,10,名詞,疾患名（GL）,*,*,*,*,貧血,貧血,貧血
胎児母体間輸血症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,胎児母体間輸血症候群,胎児母体間輸血症候群,胎児母体間輸血症候群
肺低形成,10,10,10,名詞,疾患名（GL）,*,*,*,*,肺低形成,肺低形成,肺低形成
子宮内胎児死亡,10,10,10,名詞,疾患名（GL）,*,*,*,*,子宮内胎児死亡,子宮内胎児死亡,子宮内胎児死亡
新生児仮死,10,10,10,名詞,疾患名（GL）,*,*,*,*,新生児仮死,新生児仮死,新生児仮死
低出生体重児,10,10,10,名詞,疾患名（GL）,*,*,*,*,低出生体重児,低出生体重児,低出生体重児
早期産児,10,10,10,名詞,疾患名（GL）,*,*,*,*,早期産児,早期産児,早期産児
過期産児,10,10,10,名詞,疾患名（GL）,*,*,*,*,過期産児,過期産児,過期産児
巨大児,10,10,10,名詞,疾患名（GL）,*,*,*,*,巨大児,巨大児,巨大児
呼吸窮迫症候群〈RDS〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,呼吸窮迫症候群〈RDS〉,呼吸窮迫症候群〈RDS〉,呼吸窮迫症候群〈RDS〉
胎便吸引症候群〈MAS〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,胎便吸引症候群〈MAS〉,胎便吸引症候群〈MAS〉,胎便吸引症候群〈MAS〉
一過性多呼吸,10,10,10,名詞,疾患名（GL）,*,*,*,*,一過性多呼吸,一過性多呼吸,一過性多呼吸
未熟児無呼吸発作,10,10,10,名詞,疾患名（GL）,*,*,*,*,未熟児無呼吸発作,未熟児無呼吸発作,未熟児無呼吸発作
新生児慢性肺疾患,10,10,10,名詞,疾患名（GL）,*,*,*,*,新生児慢性肺疾患,新生児慢性肺疾患,新生児慢性肺疾患
Wilson-Mikity症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,Wilson-Mikity症候群,Wilson-Mikity症候群,Wilson-Mikity症候群
高ビリルビン血症,10,10,10,名詞,疾患名（GL）,*,*,*,*,高ビリルビン血症,高ビリルビン血症,高ビリルビン血症
新生児溶血性疾患,10,10,10,名詞,疾患名（GL）,*,*,*,*,新生児溶血性疾患,新生児溶血性疾患,新生児溶血性疾患
低血糖,10,10,10,名詞,疾患名（GL）,*,*,*,*,低血糖,低血糖,低血糖
低カルシウム血症,10,10,10,名詞,疾患名（GL）,*,*,*,*,低カルシウム血症,低カルシウム血症,低カルシウム血症
敗血症,10,10,10,名詞,疾患名（GL）,*,*,*,*,敗血症,敗血症,敗血症
低体温{症},10,10,10,名詞,疾患名（GL）,*,*,*,*,低体温{症},低体温{症},低体温{症}
新生児クレチン症,10,10,10,名詞,疾患名（GL）,*,*,*,*,新生児クレチン症,新生児クレチン症,新生児クレチン症
未熟児貧血,10,10,10,名詞,疾患名（GL）,*,*,*,*,未熟児貧血,未熟児貧血,未熟児貧血
ビタミンK欠乏症,10,10,10,名詞,疾患名（GL）,*,*,*,*,ビタミンK欠乏症,ビタミンK欠乏症,ビタミンK欠乏症
メレナ,10,10,10,名詞,疾患名（GL）,*,*,*,*,メレナ,メレナ,メレナ
頭蓋内出血,10,10,10,名詞,疾患名（GL）,*,*,*,*,頭蓋内出血,頭蓋内出血,頭蓋内出血
帽状腱膜下出血,10,10,10,名詞,疾患名（GL）,*,*,*,*,帽状腱膜下出血,帽状腱膜下出血,帽状腱膜下出血
頭血腫,10,10,10,名詞,疾患名（GL）,*,*,*,*,頭血腫,頭血腫,頭血腫
未熟{児}網膜症,10,10,10,名詞,疾患名（GL）,*,*,*,*,未熟{児}網膜症,未熟{児}網膜症,未熟{児}網膜症
分娩外傷,10,10,10,名詞,疾患名（GL）,*,*,*,*,分娩外傷,分娩外傷,分娩外傷
壊死性腸炎,10,10,10,名詞,疾患名（GL）,*,*,*,*,壊死性腸炎,壊死性腸炎,壊死性腸炎
髄膜瘤,10,10,10,名詞,疾患名（GL）,*,*,*,*,髄膜瘤,髄膜瘤,髄膜瘤
Down症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,Down症候群,Down症候群,Down症候群
Turner症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,Turner症候群,Turner症候群,Turner症候群
Klinefelter症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,Klinefelter症候群,Klinefelter症候群,Klinefelter症候群
ネコ鳴き〈5p-〉症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,ネコ鳴き〈5p-〉症候群,ネコ鳴き〈5p-〉症候群,ネコ鳴き〈5p-〉症候群
trisomy（13番・18番）,10,10,10,名詞,疾患名（GL）,*,*,*,*,trisomy（13番・18番）,trisomy（13番・18番）,trisomy（13番・18番）
腟欠損症,10,10,10,名詞,疾患名（GL）,*,*,*,*,腟欠損症,腟欠損症,腟欠損症
Mayer-Rokitansky-Küster-Hauser〈MRKH〉症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,Mayer-Rokitansky-Küster-Hauser〈MRKH〉症候群,Mayer-Rokitansky-Küster-Hauser〈MRKH〉症候群,Mayer-Rokitansky-Küster-Hauser〈MRKH〉症候群
性分化疾患〈真性・仮性半陰陽〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,性分化疾患〈真性・仮性半陰陽〉,性分化疾患〈真性・仮性半陰陽〉,性分化疾患〈真性・仮性半陰陽〉
アンドロゲン不応症〈精巣性女性化症候群〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,アンドロゲン不応症〈精巣性女性化症候群〉,アンドロゲン不応症〈精巣性女性化症候群〉,アンドロゲン不応症〈精巣性女性化症候群〉
先天性副腎皮質過形成,10,10,10,名詞,疾患名（GL）,*,*,*,*,先天性副腎皮質過形成,先天性副腎皮質過形成,先天性副腎皮質過形成
先天性男性ホルモン生成障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,先天性男性ホルモン生成障害,先天性男性ホルモン生成障害,先天性男性ホルモン生成障害
成長･発達の障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,成長･発達の障害,成長･発達の障害,成長･発達の障害
器質性精神病,10,10,10,名詞,疾患名（GL）,*,*,*,*,器質性精神病,器質性精神病,器質性精神病
症状性精神病,10,10,10,名詞,疾患名（GL）,*,*,*,*,症状性精神病,症状性精神病,症状性精神病
せん妄,10,10,10,名詞,疾患名（GL）,*,*,*,*,せん妄,せん妄,せん妄
アルコール依存症,10,10,10,名詞,疾患名（GL）,*,*,*,*,アルコール依存症,アルコール依存症,アルコール依存症
精神病性障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,精神病性障害,精神病性障害,精神病性障害
アルコール精神病,10,10,10,名詞,疾患名（GL）,*,*,*,*,アルコール精神病,アルコール精神病,アルコール精神病
覚醒剤精神病,10,10,10,名詞,疾患名（GL）,*,*,*,*,覚醒剤精神病,覚醒剤精神病,覚醒剤精神病
大麻精神病,10,10,10,名詞,疾患名（GL）,*,*,*,*,大麻精神病,大麻精神病,大麻精神病
うつ病,10,10,10,名詞,疾患名（GL）,*,*,*,*,うつ病,うつ病,うつ病
双極性障害〈躁うつ病〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,双極性障害〈躁うつ病〉,双極性障害〈躁うつ病〉,双極性障害〈躁うつ病〉
妄想型統合失調症,10,10,10,名詞,疾患名（GL）,*,*,*,*,妄想型統合失調症,妄想型統合失調症,妄想型統合失調症
破瓜型統合失調症,10,10,10,名詞,疾患名（GL）,*,*,*,*,破瓜型統合失調症,破瓜型統合失調症,破瓜型統合失調症
緊張型統合失調症,10,10,10,名詞,疾患名（GL）,*,*,*,*,緊張型統合失調症,緊張型統合失調症,緊張型統合失調症
妄想性障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,妄想性障害,妄想性障害,妄想性障害
急性一過性精神病性障害〈非定型精神病〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,急性一過性精神病性障害〈非定型精神病〉,急性一過性精神病性障害〈非定型精神病〉,急性一過性精神病性障害〈非定型精神病〉
統合失調感情障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,統合失調感情障害,統合失調感情障害,統合失調感情障害
パニック障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,パニック障害,パニック障害,パニック障害
全般性不安障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,全般性不安障害,全般性不安障害,全般性不安障害
社交〈社会〉不安障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,社交〈社会〉不安障害,社交〈社会〉不安障害,社交〈社会〉不安障害
強迫性障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,強迫性障害,強迫性障害,強迫性障害
急性ストレス障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,急性ストレス障害,急性ストレス障害,急性ストレス障害
心的外傷後ストレス障害〈PTSD〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,心的外傷後ストレス障害〈PTSD〉,心的外傷後ストレス障害〈PTSD〉,心的外傷後ストレス障害〈PTSD〉
適応障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,適応障害,適応障害,適応障害
解離性〈転換性〉障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,解離性〈転換性〉障害,解離性〈転換性〉障害,解離性〈転換性〉障害
身体化障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,身体化障害,身体化障害,身体化障害
心気症,10,10,10,名詞,疾患名（GL）,*,*,*,*,心気症,心気症,心気症
身体表現性自律神経機能不全,10,10,10,名詞,疾患名（GL）,*,*,*,*,身体表現性自律神経機能不全,身体表現性自律神経機能不全,身体表現性自律神経機能不全
持続性身体表現性疼痛障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,持続性身体表現性疼痛障害,持続性身体表現性疼痛障害,持続性身体表現性疼痛障害
神経性食思〈欲〉不振症〈拒食症〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,神経性食思〈欲〉不振症〈拒食症〉,神経性食思〈欲〉不振症〈拒食症〉,神経性食思〈欲〉不振症〈拒食症〉
神経性過食症（大食症）,10,10,10,名詞,疾患名（GL）,*,*,*,*,神経性過食症（大食症）,神経性過食症（大食症）,神経性過食症（大食症）
不眠症,10,10,10,名詞,疾患名（GL）,*,*,*,*,不眠症,不眠症,不眠症
過眠症,10,10,10,名詞,疾患名（GL）,*,*,*,*,過眠症,過眠症,過眠症
ナルコレプシー,10,10,10,名詞,疾患名（GL）,*,*,*,*,ナルコレプシー,ナルコレプシー,ナルコレプシー
概日リズム障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,概日リズム障害,概日リズム障害,概日リズム障害
夢中遊行症,10,10,10,名詞,疾患名（GL）,*,*,*,*,夢中遊行症,夢中遊行症,夢中遊行症
周期性四肢運動障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,周期性四肢運動障害,周期性四肢運動障害,周期性四肢運動障害
レム〈REM〉睡眠行動障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,レム〈REM〉睡眠行動障害,レム〈REM〉睡眠行動障害,レム〈REM〉睡眠行動障害
性機能不全,10,10,10,名詞,疾患名（GL）,*,*,*,*,性機能不全,性機能不全,性機能不全
心身症,10,10,10,名詞,疾患名（GL）,*,*,*,*,心身症,心身症,心身症
知的障害〈精神遅滞〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,知的障害〈精神遅滞〉,知的障害〈精神遅滞〉,知的障害〈精神遅滞〉
学習障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,学習障害,学習障害,学習障害
自閉症,10,10,10,名詞,疾患名（GL）,*,*,*,*,自閉症,自閉症,自閉症
Asperger症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,Asperger症候群,Asperger症候群,Asperger症候群
注意欠陥多動障害〈ADHD〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,注意欠陥多動障害〈ADHD〉,注意欠陥多動障害〈ADHD〉,注意欠陥多動障害〈ADHD〉
素行障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,素行障害,素行障害,素行障害
選択緘黙,10,10,10,名詞,疾患名（GL）,*,*,*,*,選択緘黙,選択緘黙,選択緘黙
不登校,10,10,10,名詞,疾患名（GL）,*,*,*,*,不登校,不登校,不登校
非行,10,10,10,名詞,疾患名（GL）,*,*,*,*,非行,非行,非行
Tourette症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,Tourette症候群,Tourette症候群,Tourette症候群
吃音{症},10,10,10,名詞,疾患名（GL）,*,*,*,*,吃音{症},吃音{症},吃音{症}
被虐待児症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,被虐待児症候群,被虐待児症候群,被虐待児症候群
境界性パーソナリティ障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,境界性パーソナリティ障害,境界性パーソナリティ障害,境界性パーソナリティ障害
病的賭博,10,10,10,名詞,疾患名（GL）,*,*,*,*,病的賭博,病的賭博,病的賭博
病的放火,10,10,10,名詞,疾患名（GL）,*,*,*,*,病的放火,病的放火,病的放火
病的窃盗,10,10,10,名詞,疾患名（GL）,*,*,*,*,病的窃盗,病的窃盗,病的窃盗
抜毛症,10,10,10,名詞,疾患名（GL）,*,*,*,*,抜毛症,抜毛症,抜毛症
性同一性障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,性同一性障害,性同一性障害,性同一性障害
性嗜好障害,10,10,10,名詞,疾患名（GL）,*,*,*,*,性嗜好障害,性嗜好障害,性嗜好障害
アトピー性皮膚炎,10,10,10,名詞,疾患名（GL）,*,*,*,*,アトピー性皮膚炎,アトピー性皮膚炎,アトピー性皮膚炎
Kaposi水痘様発疹症,10,10,10,名詞,疾患名（GL）,*,*,*,*,Kaposi水痘様発疹症,Kaposi水痘様発疹症,Kaposi水痘様発疹症
接触皮膚炎,10,10,10,名詞,疾患名（GL）,*,*,*,*,接触皮膚炎,接触皮膚炎,接触皮膚炎
脂漏性皮膚炎,10,10,10,名詞,疾患名（GL）,*,*,*,*,脂漏性皮膚炎,脂漏性皮膚炎,脂漏性皮膚炎
貨幣状湿疹,10,10,10,名詞,疾患名（GL）,*,*,*,*,貨幣状湿疹,貨幣状湿疹,貨幣状湿疹
自家感作性皮膚炎,10,10,10,名詞,疾患名（GL）,*,*,*,*,自家感作性皮膚炎,自家感作性皮膚炎,自家感作性皮膚炎
うっ滞性皮膚炎,10,10,10,名詞,疾患名（GL）,*,*,*,*,うっ滞性皮膚炎,うっ滞性皮膚炎,うっ滞性皮膚炎
皮脂欠乏性湿疹,10,10,10,名詞,疾患名（GL）,*,*,*,*,皮脂欠乏性湿疹,皮脂欠乏性湿疹,皮脂欠乏性湿疹
Quinke浮腫,10,10,10,名詞,疾患名（GL）,*,*,*,*,Quinke浮腫,Quinke浮腫,Quinke浮腫
痒疹,10,10,10,名詞,疾患名（GL）,*,*,*,*,痒疹,痒疹,痒疹
紅皮症,10,10,10,名詞,疾患名（GL）,*,*,*,*,紅皮症,紅皮症,紅皮症
色素性痒疹,10,10,10,名詞,疾患名（GL）,*,*,*,*,色素性痒疹,色素性痒疹,色素性痒疹
皮膚そう痒症,10,10,10,名詞,疾患名（GL）,*,*,*,*,皮膚そう痒症,皮膚そう痒症,皮膚そう痒症
固定薬疹,10,10,10,名詞,疾患名（GL）,*,*,*,*,固定薬疹,固定薬疹,固定薬疹
Stevens-Johnson症候群,10,10,10,名詞,疾患名（GL）,*,*,*,*,Stevens-Johnson症候群,Stevens-Johnson症候群,Stevens-Johnson症候群
中毒性表皮壊死症〈toxic epidermal necrolysis〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,中毒性表皮壊死症〈toxic-epidermal-necrolysis〉,中毒性表皮壊死症〈toxic-epidermal-necrolysis〉,中毒性表皮壊死症〈toxic-epidermal-necrolysis〉
薬剤性過敏症症候群〈drug-induced hypersensitivity syndrome〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,薬剤性過敏症症候群〈drug-induced-hypersensitivity-syndrome〉,薬剤性過敏症症候群〈drug-induced-hypersensitivity-syndrome〉,薬剤性過敏症症候群〈drug-induced-hypersensitivity-syndrome〉
多形滲出性紅斑,10,10,10,名詞,疾患名（GL）,*,*,*,*,多形滲出性紅斑,多形滲出性紅斑,多形滲出性紅斑
結節性紅斑,10,10,10,名詞,疾患名（GL）,*,*,*,*,結節性紅斑,結節性紅斑,結節性紅斑
硬結性紅斑,10,10,10,名詞,疾患名（GL）,*,*,*,*,硬結性紅斑,硬結性紅斑,硬結性紅斑
環状紅斑,10,10,10,名詞,疾患名（GL）,*,*,*,*,環状紅斑,環状紅斑,環状紅斑
移植片対宿主病〈GVHD〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,移植片対宿主病〈GVHD〉,移植片対宿主病〈GVHD〉,移植片対宿主病〈GVHD〉
Sweet病,10,10,10,名詞,疾患名（GL）,*,*,*,*,Sweet病,Sweet病,Sweet病
壊疽性膿皮症,10,10,10,名詞,疾患名（GL）,*,*,*,*,壊疽性膿皮症,壊疽性膿皮症,壊疽性膿皮症
網状皮斑,10,10,10,名詞,疾患名（GL）,*,*,*,*,網状皮斑,網状皮斑,網状皮斑
血栓性静脈炎,10,10,10,名詞,疾患名（GL）,*,*,*,*,血栓性静脈炎,血栓性静脈炎,血栓性静脈炎
脂腺母斑,10,10,10,名詞,疾患名（GL）,*,*,*,*,脂腺母斑,脂腺母斑,脂腺母斑
表皮母斑,10,10,10,名詞,疾患名（GL）,*,*,*,*,表皮母斑,表皮母斑,表皮母斑
色素性母斑,10,10,10,名詞,疾患名（GL）,*,*,*,*,色素性母斑,色素性母斑,色素性母斑
太田母斑,10,10,10,名詞,疾患名（GL）,*,*,*,*,太田母斑,太田母斑,太田母斑
毛細血管奇形〈単純性血管腫〉,10,10,10,名詞,疾患名（GL）,*,*,*,*,毛細血管奇形〈単純性血管腫〉,毛細血管奇形〈単純性血管腫〉,毛細血管奇形〈単純性血管腫〉
